gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Male,0,2,Month-to-month,73.25,131.05,Yes,Low Value,0.7896731,High Risk
Male,0,47,One year,94.8,4535.85,No,High Value,0.040051527,Low Risk
Female,0,52,Two year,20.1,1078.75,No,Low Value,0.011508844,Low Risk
Male,0,9,Month-to-month,59.9,542.4,No,Low Value,0.14571935,Low Risk
Female,0,26,One year,90.1,2312.55,No,High Value,0.066158935,Low Risk
Male,0,8,Month-to-month,51.05,415.05,Yes,Low Value,0.41646945,Medium Risk
Male,0,44,One year,70.95,3250.45,No,High Value,0.054498397,Low Risk
Female,0,3,Month-to-month,29.2,98.5,No,Low Value,0.16964218,Low Risk
Male,0,2,Month-to-month,46.6,87.9,No,Low Value,0.5158522,Medium Risk
Female,0,9,Month-to-month,85.35,754.65,Yes,Medium Value,0.8474635,High Risk
Male,1,1,Month-to-month,75.35,75.35,Yes,Low Value,0.92466366,High Risk
Male,0,25,Month-to-month,74.3,1952.25,No,Medium Value,0.20086451,Low Risk
Female,1,2,Month-to-month,69.3,153.8,No,Low Value,0.4302785,Medium Risk
Male,0,43,Month-to-month,75.2,3198.6,Yes,Medium Value,0.6099877,Medium Risk
Female,0,1,Month-to-month,20.9,20.9,Yes,Low Value,0.46435806,Medium Risk
Female,0,58,One year,94.3,5610.15,No,High Value,0.19058307,Low Risk
Female,0,59,Two year,76.45,4519.5,No,High Value,0.0030965703,Low Risk
Male,0,44,One year,54.0,2440.25,No,Medium Value,0.11949004,Low Risk
Male,0,66,One year,104.25,6860.6,No,High Value,0.26620686,Low Risk
Male,0,68,Two year,19.95,1377.7,No,Medium Value,0.0023661894,Low Risk
Male,0,9,Month-to-month,24.95,190.25,No,Low Value,0.41899982,Medium Risk
Male,0,19,Month-to-month,84.75,1651.95,No,Medium Value,0.46538544,Medium Risk
Male,0,4,Month-to-month,19.75,78.3,No,Low Value,0.21376885,Low Risk
Female,0,70,Two year,113.65,7939.25,No,High Value,0.05461086,Low Risk
Male,0,1,Month-to-month,44.9,44.9,No,Low Value,0.43915552,Medium Risk
Female,0,8,Month-to-month,75.25,576.7,No,Low Value,0.5792904,Medium Risk
Male,0,53,Two year,24.6,1279.0,No,Medium Value,0.043200016,Low Risk
Male,1,51,One year,25.0,1260.7,No,Medium Value,0.017090283,Low Risk
Male,0,11,Month-to-month,20.95,267.35,No,Low Value,0.08169469,Low Risk
Male,0,60,Two year,110.6,6586.85,No,High Value,0.082686,Low Risk
Male,0,17,Month-to-month,55.5,934.15,No,Medium Value,0.21328117,Low Risk
Male,0,3,Month-to-month,43.3,123.65,Yes,Low Value,0.5403817,Medium Risk
Male,0,70,One year,109.5,7534.65,Yes,High Value,0.6607604,High Risk
Male,0,1,Month-to-month,19.45,19.45,No,Low Value,0.36835504,Medium Risk
Male,1,43,Month-to-month,84.85,3645.6,No,Medium Value,0.5686404,Medium Risk
Female,0,16,Month-to-month,19.6,314.45,No,Low Value,0.097846754,Low Risk
Female,0,57,One year,53.45,3053.0,No,Medium Value,0.025654241,Low Risk
Male,0,37,One year,19.8,677.05,No,Low Value,0.01582997,Low Risk
Female,0,72,Two year,112.1,7965.95,No,High Value,0.003067882,Low Risk
Female,1,11,Month-to-month,84.8,906.85,Yes,Medium Value,0.8032884,High Risk
Female,1,50,Month-to-month,95.05,4888.7,Yes,High Value,0.44264904,Medium Risk
Male,1,5,Month-to-month,50.35,237.25,Yes,Low Value,0.7140153,High Risk
Male,0,1,Month-to-month,74.6,74.6,Yes,Low Value,0.8933186,High Risk
Male,0,16,Month-to-month,19.7,342.4,Yes,Low Value,0.2567912,Low Risk
Male,1,2,Month-to-month,74.2,140.1,No,Low Value,0.5121069,Medium Risk
Female,0,17,Month-to-month,69.0,1108.0,No,Medium Value,0.18561058,Low Risk
Female,0,16,One year,19.35,295.55,No,Low Value,0.028180633,Low Risk
Female,0,15,Month-to-month,59.45,892.65,Yes,Medium Value,0.58409095,Medium Risk
Female,0,10,One year,19.8,198.25,No,Low Value,0.032872867,Low Risk
Female,0,46,One year,105.2,4822.85,Yes,High Value,0.10431352,Low Risk
Male,0,64,Two year,109.2,6741.15,No,High Value,0.048346225,Low Risk
Female,0,1,Month-to-month,79.15,79.15,No,Low Value,0.9641443,High Risk
Male,0,25,One year,53.65,1355.45,No,Medium Value,0.03540671,Low Risk
Male,0,71,Two year,100.2,7209.0,No,High Value,0.0038912168,Low Risk
Male,0,8,Month-to-month,45.15,438.4,Yes,Low Value,0.26965928,Low Risk
Female,0,72,Two year,108.65,7726.35,No,High Value,0.010389104,Low Risk
Female,0,49,Month-to-month,40.65,2070.75,No,Medium Value,0.07066184,Low Risk
Male,0,29,One year,55.35,1636.95,No,Medium Value,0.050321266,Low Risk
Male,0,72,Two year,105.6,7581.5,No,High Value,0.004047801,Low Risk
Male,0,31,Month-to-month,93.8,3019.5,Yes,High Value,0.1710132,Low Risk
Female,0,50,Month-to-month,95.7,4729.75,No,High Value,0.534628,Medium Risk
Male,0,71,Two year,83.2,6126.1,No,High Value,0.0064646164,Low Risk
Male,1,70,Two year,90.05,6333.4,No,High Value,0.010009563,Low Risk
Male,0,71,One year,97.65,6687.85,No,High Value,0.03462198,Low Risk
Male,0,61,Two year,68.05,4158.25,No,High Value,0.003700837,Low Risk
Male,0,32,Month-to-month,96.2,3183.4,Yes,High Value,0.3784677,Medium Risk
Female,0,1,Month-to-month,79.6,79.6,Yes,Low Value,0.9221818,High Risk
Male,0,68,Two year,102.1,7149.35,No,High Value,0.16458037,Low Risk
Male,0,62,Two year,23.4,1429.65,No,Medium Value,0.0074382937,Low Risk
Female,0,7,Month-to-month,71.05,472.65,No,Low Value,0.47965887,Medium Risk
Male,0,20,Month-to-month,85.25,1734.5,Yes,Medium Value,0.6118391,Medium Risk
Male,0,6,One year,19.45,113.5,No,Low Value,0.016365746,Low Risk
Female,1,33,Month-to-month,59.45,1884.65,No,Medium Value,0.16424014,Low Risk
Male,0,28,One year,92.2,2568.15,No,High Value,0.087336905,Low Risk
Male,0,27,Two year,19.85,470.0,No,Low Value,0.0031217753,Low Risk
Male,0,7,Month-to-month,43.9,278.4,No,Low Value,0.15788649,Low Risk
Male,0,26,Month-to-month,80.5,2088.8,Yes,Medium Value,0.590713,Medium Risk
Male,1,5,Month-to-month,89.8,502.6,Yes,Medium Value,0.90694165,High Risk
Male,1,30,Month-to-month,90.5,2595.85,No,High Value,0.290128,Low Risk
Male,0,63,One year,90.45,5825.5,No,High Value,0.06560623,Low Risk
Male,0,1,Month-to-month,50.75,50.75,Yes,Low Value,0.69119954,High Risk
Female,0,53,One year,84.6,4449.75,No,High Value,0.06253357,Low Risk
Female,0,14,Month-to-month,89.65,1208.35,Yes,Medium Value,0.64806026,Medium Risk
Female,0,21,Month-to-month,99.15,1956.4,No,High Value,0.6709295,High Risk
Male,0,17,One year,19.95,310.6,No,Low Value,0.014745818,Low Risk
Male,0,16,Two year,20.5,290.55,No,Low Value,0.0049401037,Low Risk
Female,0,35,Month-to-month,62.1,2096.1,No,Medium Value,0.10192448,Low Risk
Female,1,32,Month-to-month,79.5,2665.0,No,Medium Value,0.4733675,Medium Risk
Female,0,28,Month-to-month,19.55,543.8,No,Low Value,0.05603076,Low Risk
Female,0,1,Month-to-month,20.35,20.35,No,Low Value,0.3124922,Low Risk
Male,0,59,Month-to-month,51.7,3005.8,No,Medium Value,0.10601669,Low Risk
Female,0,72,One year,23.3,1623.15,No,Medium Value,0.0033034207,Low Risk
Male,0,36,One year,65.4,2498.4,Yes,Medium Value,0.45718616,Medium Risk
Female,0,40,Month-to-month,65.1,2586.0,No,Medium Value,0.10247889,Low Risk
Male,0,40,Month-to-month,81.2,3292.3,No,Medium Value,0.44297585,Medium Risk
Female,0,9,Month-to-month,72.9,651.4,Yes,Medium Value,0.36272526,Medium Risk
Male,0,63,Two year,74.5,4674.55,No,High Value,0.0086069135,Low Risk
Female,0,3,Month-to-month,80.5,232.35,No,Medium Value,0.4873369,Medium Risk
Male,0,40,One year,60.3,2448.5,No,Medium Value,0.20989306,Low Risk
Male,0,8,Month-to-month,75.0,658.1,No,Medium Value,0.37802106,Medium Risk
Male,1,34,One year,90.15,3128.8,No,High Value,0.035547104,Low Risk
Male,0,5,Month-to-month,40.0,223.45,Yes,Low Value,0.4813489,Medium Risk
Male,1,9,Month-to-month,99.45,919.4,Yes,Medium Value,0.9485234,High Risk
Male,0,9,Month-to-month,69.05,653.95,No,Medium Value,0.22087304,Low Risk
Male,0,31,Month-to-month,59.7,1825.5,No,Medium Value,0.08095752,Low Risk
Female,0,50,One year,19.85,943.1,No,Low Value,0.008243965,Low Risk
Female,0,2,Month-to-month,86.25,181.65,Yes,Medium Value,0.6072222,Medium Risk
Female,0,1,Month-to-month,45.65,45.65,Yes,Low Value,0.83809227,High Risk
Male,0,8,Month-to-month,70.1,551.35,Yes,Low Value,0.428864,Medium Risk
Female,0,9,Month-to-month,40.75,359.4,No,Low Value,0.2544783,Low Risk
Female,1,2,Month-to-month,70.2,115.95,Yes,Low Value,0.85682905,High Risk
Female,0,3,Month-to-month,55.35,165.2,Yes,Low Value,0.47805646,Medium Risk
Male,0,25,Month-to-month,95.7,2338.35,No,High Value,0.21102478,Low Risk
Male,1,1,Month-to-month,46.3,46.3,No,Low Value,0.5739023,Medium Risk
Female,0,45,Month-to-month,81.3,3541.1,No,High Value,0.07433746,Low Risk
Male,1,51,Month-to-month,84.2,4146.05,Yes,High Value,0.81049657,High Risk
Female,0,55,Month-to-month,20.0,1087.25,No,Low Value,0.063342564,Low Risk
Female,0,38,Month-to-month,66.15,2522.4,No,Medium Value,0.14852764,Low Risk
Male,0,2,Month-to-month,45.85,81.0,Yes,Low Value,0.6139293,Medium Risk
Male,0,38,Month-to-month,19.6,717.3,No,Low Value,0.06555889,Low Risk
Male,0,34,Month-to-month,49.8,1734.2,No,Medium Value,0.07058099,Low Risk
Female,0,70,One year,101.75,7069.3,No,High Value,0.15098281,Low Risk
Female,0,13,One year,55.15,742.9,No,Medium Value,0.04822562,Low Risk
Male,0,39,Month-to-month,75.25,3017.65,Yes,Medium Value,0.5147538,Medium Risk
Female,0,61,One year,103.95,6423.0,No,High Value,0.31128514,Low Risk
Female,0,12,Month-to-month,100.15,1164.3,Yes,Medium Value,0.91169393,High Risk
Male,0,41,Two year,99.65,4220.35,No,High Value,0.03255309,Low Risk
Male,0,21,Month-to-month,73.7,1558.7,No,Medium Value,0.50173306,Medium Risk
Male,1,55,One year,50.05,2743.45,No,Medium Value,0.11227871,Low Risk
Male,0,69,Two year,60.25,4055.5,No,High Value,0.009314333,Low Risk
Male,1,26,Month-to-month,105.75,2710.25,Yes,High Value,0.75763106,High Risk
Female,1,69,One year,87.3,6055.55,No,High Value,0.10844626,Low Risk
Female,1,18,Month-to-month,48.35,810.7,Yes,Medium Value,0.7056592,High Risk
Male,0,47,Month-to-month,54.25,2538.2,No,Medium Value,0.1431448,Low Risk
Female,0,72,Two year,85.3,6129.2,No,High Value,0.0007703542,Low Risk
Male,1,33,Month-to-month,50.0,1750.85,No,Medium Value,0.07494437,Low Risk
Female,0,2,Month-to-month,24.4,36.55,Yes,Low Value,0.51727986,Medium Risk
Female,0,72,Two year,90.95,6652.45,No,High Value,0.0016717311,Low Risk
Male,1,37,Month-to-month,72.25,2575.45,No,Medium Value,0.44229895,Medium Risk
Female,1,62,Month-to-month,96.1,6019.35,No,High Value,0.09915509,Low Risk
Female,0,71,Two year,19.85,1379.6,No,Medium Value,0.0022021458,Low Risk
Male,0,23,Month-to-month,55.3,1284.2,No,Medium Value,0.089732654,Low Risk
Female,0,16,One year,20.1,296.15,No,Low Value,0.028669124,Low Risk
Male,0,9,Month-to-month,69.5,653.25,No,Medium Value,0.24283421,Low Risk
Male,0,17,Two year,25.15,412.6,No,Low Value,0.022845788,Low Risk
Female,0,4,Month-to-month,20.95,85.5,Yes,Low Value,0.15380248,Low Risk
Female,1,1,Month-to-month,49.55,49.55,Yes,Low Value,0.67961,High Risk
Female,0,24,Month-to-month,79.65,1928.7,No,Medium Value,0.22950968,Low Risk
Female,1,1,Month-to-month,71.25,71.25,No,Low Value,0.78660727,High Risk
Male,1,72,Two year,113.8,7845.8,No,High Value,0.017529428,Low Risk
Female,0,72,Two year,24.55,1750.7,No,Medium Value,0.0024905317,Low Risk
Female,0,11,Month-to-month,19.7,216.2,No,Low Value,0.12373933,Low Risk
Male,0,9,Month-to-month,20.25,178.5,Yes,Low Value,0.13473079,Low Risk
Female,1,2,Month-to-month,50.15,115.1,Yes,Low Value,0.49302134,Medium Risk
Female,1,60,One year,100.5,6029.0,No,High Value,0.2241723,Low Risk
Male,1,29,Month-to-month,95.9,2745.2,Yes,High Value,0.73606724,High Risk
Female,0,49,Two year,74.45,3721.9,No,High Value,0.0033453575,Low Risk
Female,1,30,Month-to-month,104.1,3121.1,No,High Value,0.45413262,Medium Risk
Female,0,53,One year,19.05,990.45,No,Low Value,0.014128916,Low Risk
Male,0,39,Two year,25.0,1004.35,No,Low Value,0.005546268,Low Risk
Female,0,9,Month-to-month,19.05,157.65,No,Low Value,0.02276079,Low Risk
Male,0,39,One year,81.9,3219.75,No,Medium Value,0.06670671,Low Risk
Male,1,8,Month-to-month,69.7,572.85,No,Low Value,0.36662543,Medium Risk
Female,0,51,One year,90.15,4554.85,No,High Value,0.13451971,Low Risk
Male,0,71,Two year,25.35,1847.55,No,Medium Value,0.0023719256,Low Risk
Male,1,71,Two year,24.65,1766.75,No,Medium Value,0.0017120928,Low Risk
Female,1,70,Two year,19.55,1462.05,No,Medium Value,0.005096887,Low Risk
Female,1,1,Month-to-month,25.25,25.25,Yes,Low Value,0.7920591,High Risk
Male,0,38,Two year,60.0,2193.2,No,Medium Value,0.008114682,Low Risk
Female,0,28,Month-to-month,89.9,2433.5,No,High Value,0.27006915,Low Risk
Female,0,32,Month-to-month,19.4,641.15,No,Low Value,0.061330285,Low Risk
Male,1,49,Two year,49.8,2398.4,No,Medium Value,0.019896738,Low Risk
Female,0,37,Two year,24.1,861.85,No,Low Value,0.01239054,Low Risk
Female,0,10,Month-to-month,54.25,583.0,No,Low Value,0.28328666,Low Risk
Male,0,67,One year,109.9,7332.4,No,High Value,0.09274129,Low Risk
Male,0,7,One year,35.5,249.55,No,Low Value,0.094594605,Low Risk
Female,0,51,One year,87.55,4475.9,No,High Value,0.09008567,Low Risk
Female,0,9,Month-to-month,45.15,416.45,Yes,Low Value,0.42705712,Medium Risk
Female,0,9,Month-to-month,88.4,788.6,No,Medium Value,0.4581021,Medium Risk
Male,0,4,Month-to-month,50.8,202.3,No,Low Value,0.3332774,Low Risk
Male,0,71,Two year,99.0,6994.6,No,High Value,0.019862566,Low Risk
Female,0,50,Month-to-month,84.4,4116.15,Yes,High Value,0.71839774,High Risk
Female,1,24,Two year,96.55,2263.45,No,High Value,0.09319523,Low Risk
Male,0,22,One year,59.75,1374.35,No,Medium Value,0.08720974,Low Risk
Male,0,44,Month-to-month,111.5,4915.15,No,High Value,0.21452513,Low Risk
Female,0,33,Month-to-month,24.25,838.5,No,Low Value,0.0688377,Low Risk
Female,0,1,Month-to-month,75.1,75.1,Yes,Low Value,0.88648534,High Risk
Female,0,54,One year,70.15,3715.65,Yes,Medium Value,0.09320432,Low Risk
Male,0,42,Month-to-month,101.75,4273.45,Yes,High Value,0.82532066,High Risk
Female,0,1,Month-to-month,45.8,45.8,Yes,Low Value,0.6920078,High Risk
Female,0,1,Month-to-month,20.5,20.5,No,Low Value,0.46511993,Medium Risk
Male,0,30,One year,70.4,2044.75,No,Medium Value,0.032991942,Low Risk
Female,0,1,Month-to-month,30.55,30.55,No,Low Value,0.2761559,Low Risk
Male,0,16,Month-to-month,84.9,1398.25,No,Medium Value,0.15305732,Low Risk
Male,0,1,Month-to-month,20.1,20.1,Yes,Low Value,0.6678915,High Risk
Male,0,9,Month-to-month,40.65,328.95,Yes,Low Value,0.37547633,Medium Risk
Male,1,46,Month-to-month,101.0,4680.05,Yes,High Value,0.8122449,High Risk
Male,0,1,Month-to-month,69.1,69.1,Yes,Low Value,0.9482742,High Risk
Male,0,71,Two year,54.5,3778.2,No,High Value,0.003143223,Low Risk
Male,0,43,Month-to-month,75.35,3161.4,No,Medium Value,0.26538846,Low Risk
Male,0,50,One year,44.45,2188.45,No,Medium Value,0.031770628,Low Risk
Female,0,13,Month-to-month,75.0,999.45,Yes,Medium Value,0.5091353,Medium Risk
Male,0,19,One year,100.0,1888.65,Yes,High Value,0.42435247,Medium Risk
Female,0,41,Month-to-month,98.05,3990.6,No,High Value,0.17980939,Low Risk
Female,1,1,Month-to-month,71.15,71.15,Yes,Low Value,0.78660727,High Risk
Female,0,24,Month-to-month,54.15,1240.25,Yes,Medium Value,0.5854428,Medium Risk
Female,0,40,One year,63.9,2635.0,No,Medium Value,0.0712432,Low Risk
Female,0,3,Month-to-month,69.15,235.0,No,Medium Value,0.28122324,Low Risk
Female,0,37,One year,64.65,2347.85,No,Medium Value,0.043461822,Low Risk
Female,0,67,Two year,108.75,7156.2,Yes,High Value,0.17098844,Low Risk
Female,0,32,Month-to-month,98.85,3089.6,No,High Value,0.56675565,Medium Risk
Female,0,6,Month-to-month,49.15,270.8,Yes,Low Value,0.75584173,High Risk
Female,0,32,Month-to-month,89.6,2901.8,No,High Value,0.17338376,Low Risk
Female,0,59,Month-to-month,83.25,4949.1,No,High Value,0.18096341,Low Risk
Female,0,30,One year,70.25,2198.9,No,Medium Value,0.070449814,Low Risk
Male,0,20,Month-to-month,19.4,374.5,Yes,Low Value,0.5264341,Medium Risk
Female,0,27,Two year,24.5,761.95,No,Low Value,0.023648063,Low Risk
Female,1,20,Month-to-month,79.15,1520.9,Yes,Medium Value,0.5715416,Medium Risk
Male,0,9,One year,20.1,190.25,No,Low Value,0.021513611,Low Risk
Female,0,68,One year,73.0,5163.0,No,High Value,0.097664505,Low Risk
Female,0,69,Two year,61.4,4059.85,No,High Value,0.006736168,Low Risk
Male,0,26,Month-to-month,84.3,2281.6,No,Medium Value,0.2038866,Low Risk
Male,0,69,Two year,19.9,1356.7,No,Medium Value,0.0028668165,Low Risk
Male,0,11,Two year,20.4,231.45,No,Low Value,0.005778778,Low Risk
Male,0,1,Month-to-month,50.75,50.75,No,Low Value,0.60429406,Medium Risk
Male,0,10,One year,20.45,242.4,No,Low Value,0.014783081,Low Risk
Female,0,55,One year,75.75,4264.25,No,High Value,0.017728135,Low Risk
Male,0,44,One year,65.4,2774.55,No,Medium Value,0.039919183,Low Risk
Male,1,46,Month-to-month,80.4,3605.2,Yes,Medium Value,0.4932399,Medium Risk
Male,0,69,Two year,59.75,4069.9,No,High Value,0.004293309,Low Risk
Male,1,11,Month-to-month,78.5,874.2,No,Medium Value,0.43186092,Medium Risk
Female,0,11,Month-to-month,102.0,1145.35,Yes,High Value,0.9323456,High Risk
Male,0,29,Month-to-month,48.95,1323.7,No,Medium Value,0.06855271,Low Risk
Female,0,57,Month-to-month,99.65,5497.05,No,High Value,0.2359605,Low Risk
Male,0,28,One year,18.25,534.7,No,Low Value,0.0025567426,Low Risk
Female,0,42,Month-to-month,54.55,2455.05,No,Medium Value,0.23675598,Low Risk
Female,0,2,Month-to-month,20.65,38.7,Yes,Low Value,0.070109405,Low Risk
Male,0,23,One year,40.65,947.4,No,Medium Value,0.02663627,Low Risk
Female,0,18,Month-to-month,20.45,357.0,No,Low Value,0.023426773,Low Risk
Male,0,62,One year,24.8,1476.25,No,Medium Value,0.013285691,Low Risk
Female,0,1,Month-to-month,70.8,70.8,Yes,Low Value,0.81607836,High Risk
Male,0,16,Month-to-month,89.05,1448.6,Yes,Medium Value,0.4290993,Medium Risk
Female,0,3,Month-to-month,96.6,291.9,Yes,Medium Value,0.8897746,High Risk
Male,0,67,One year,88.8,5903.15,No,High Value,0.046644412,Low Risk
Male,0,62,Two year,20.05,1201.65,No,Medium Value,0.0062463214,Low Risk
Female,0,57,Month-to-month,104.5,5921.35,Yes,High Value,0.5534404,Medium Risk
Male,0,2,Month-to-month,69.8,146.65,No,Low Value,0.54867554,Medium Risk
Female,0,23,Two year,77.15,1759.4,No,Medium Value,0.013354451,Low Risk
Female,0,25,Two year,35.05,844.45,No,Medium Value,0.010666591,Low Risk
Female,1,72,Two year,108.1,7774.05,No,High Value,0.010003818,Low Risk
Female,0,2,Month-to-month,84.05,134.05,No,Medium Value,0.59346604,Medium Risk
Female,0,8,One year,20.2,140.95,No,Low Value,0.047992907,Low Risk
Female,0,5,Month-to-month,50.6,249.95,Yes,Low Value,0.5699935,Medium Risk
Male,0,35,Month-to-month,49.2,1701.65,No,Medium Value,0.1348995,Low Risk
Male,0,24,One year,24.6,592.65,No,Low Value,0.03642533,Low Risk
Female,0,2,Month-to-month,71.65,135.75,No,Low Value,0.4369369,Medium Risk
Male,0,72,Two year,104.9,7732.65,No,High Value,0.0422751,Low Risk
Female,0,41,Month-to-month,106.5,4282.4,No,High Value,0.24487075,Low Risk
Male,0,4,Month-to-month,49.35,219.65,Yes,Low Value,0.25865796,Low Risk
Male,0,26,One year,75.5,2018.1,No,Medium Value,0.025468083,Low Risk
Male,0,7,Month-to-month,94.25,669.0,Yes,Medium Value,0.8268542,High Risk
Female,0,1,Month-to-month,68.95,68.95,Yes,Low Value,0.9495091,High Risk
Female,0,4,Month-to-month,58.5,224.85,No,Low Value,0.21489666,Low Risk
Male,0,48,Two year,78.9,3771.5,No,High Value,0.0108534545,Low Risk
Male,1,2,Month-to-month,93.85,196.75,Yes,Medium Value,0.89814216,High Risk
Female,1,12,One year,79.2,943.85,No,Medium Value,0.16740648,Low Risk
Male,0,60,Month-to-month,109.45,6572.85,No,High Value,0.06284498,Low Risk
Male,0,55,Two year,59.2,3175.85,No,Medium Value,0.0149509255,Low Risk
Male,0,1,Month-to-month,29.15,29.15,No,Low Value,0.31436223,Low Risk
Male,0,1,Month-to-month,20.05,20.05,No,Low Value,0.41602978,Medium Risk
Male,0,4,Month-to-month,76.05,318.9,Yes,Low Value,0.7457306,High Risk
Male,0,1,Month-to-month,24.45,24.45,Yes,Low Value,0.5712554,Medium Risk
Female,0,42,Two year,66.5,2762.75,No,Medium Value,0.021877378,Low Risk
Female,0,1,Month-to-month,49.55,49.55,No,Low Value,0.24248317,Low Risk
Male,0,7,Month-to-month,89.35,631.85,Yes,Medium Value,0.7250081,High Risk
Male,0,3,Month-to-month,73.6,232.5,No,Low Value,0.39367625,Medium Risk
Female,0,72,Two year,82.65,5919.35,No,High Value,0.001213047,Low Risk
Male,0,15,Month-to-month,49.0,749.25,No,Low Value,0.6259239,Medium Risk
Male,0,4,Month-to-month,80.35,307.4,Yes,Medium Value,0.6340243,Medium Risk
Female,0,11,One year,25.2,245.15,No,Low Value,0.050019685,Low Risk
Female,0,5,Month-to-month,25.45,134.75,No,Low Value,0.16052859,Low Risk
Female,1,1,Month-to-month,55.8,55.8,Yes,Low Value,0.76558894,High Risk
Male,0,72,Two year,110.9,8240.85,No,High Value,0.038236644,Low Risk
Female,0,55,Month-to-month,77.75,4266.4,No,High Value,0.1764346,Low Risk
Female,0,40,Month-to-month,26.2,1077.5,No,Low Value,0.06265489,Low Risk
Female,0,57,Two year,19.9,1115.6,No,Low Value,0.023992306,Low Risk
Male,0,1,Month-to-month,79.05,79.05,Yes,Low Value,0.94941044,High Risk
Male,0,1,Month-to-month,95.0,95.0,Yes,Medium Value,0.825242,High Risk
Female,0,1,Month-to-month,25.2,25.2,Yes,Low Value,0.40413377,Medium Risk
Male,1,52,One year,80.85,4079.55,No,High Value,0.08526557,Low Risk
Male,1,41,Month-to-month,98.4,4187.75,Yes,High Value,0.8620641,High Risk
Male,0,43,One year,56.35,2391.15,No,Medium Value,0.14217766,Low Risk
Female,0,47,Two year,19.3,890.5,No,Low Value,0.0098423865,Low Risk
Male,0,3,Month-to-month,50.4,137.25,No,Low Value,0.38454276,Medium Risk
Male,1,66,Two year,79.4,5154.6,Yes,High Value,0.33378434,Low Risk
Male,0,55,Two year,55.25,3119.9,No,Medium Value,0.010981265,Low Risk
Male,0,29,One year,19.1,529.5,No,Low Value,0.0022891522,Low Risk
Female,0,12,Month-to-month,84.05,966.55,No,Medium Value,0.5308865,Medium Risk
Female,0,66,Month-to-month,105.2,6936.85,No,High Value,0.41288006,Medium Risk
Male,1,35,Month-to-month,101.4,3496.3,Yes,High Value,0.6054835,Medium Risk
Male,1,10,Month-to-month,89.8,914.3,Yes,Medium Value,0.8487469,High Risk
Male,0,27,Month-to-month,75.75,1929.0,No,Medium Value,0.21982679,Low Risk
Female,0,58,Month-to-month,95.3,5817.7,No,High Value,0.23886353,Low Risk
Male,0,54,Two year,109.75,6110.2,Yes,High Value,0.4916179,Medium Risk
Male,0,9,Month-to-month,19.85,178.8,No,Low Value,0.11972892,Low Risk
Male,0,2,One year,19.3,28.3,Yes,Low Value,0.022690699,Low Risk
Male,0,6,Month-to-month,69.1,435.0,No,Low Value,0.5207693,Medium Risk
Female,1,26,Month-to-month,91.25,2351.8,Yes,Medium Value,0.6034236,Medium Risk
Female,0,9,Month-to-month,20.25,186.15,No,Low Value,0.084007196,Low Risk
Male,0,8,Month-to-month,54.75,445.85,No,Low Value,0.1602342,Low Risk
Male,0,12,Month-to-month,81.45,912.0,No,Medium Value,0.5024462,Medium Risk
Female,0,15,Month-to-month,49.1,679.55,Yes,Low Value,0.50561243,Medium Risk
Male,0,43,One year,80.2,3581.6,No,High Value,0.088430315,Low Risk
Male,0,42,Month-to-month,100.3,4222.95,No,High Value,0.6682235,High Risk
Female,0,31,Month-to-month,65.25,1994.3,Yes,Medium Value,0.07643408,Low Risk
Female,0,66,Two year,90.95,5930.05,No,High Value,0.020017937,Low Risk
Female,1,18,Month-to-month,85.45,1505.85,Yes,Medium Value,0.6707192,High Risk
Male,0,1,Month-to-month,20.0,20.0,No,Low Value,0.47874936,Medium Risk
Male,0,61,Two year,94.1,5638.3,Yes,High Value,0.05833514,Low Risk
Male,0,10,Month-to-month,79.85,797.25,No,Medium Value,0.4786356,Medium Risk
Male,1,1,Month-to-month,71.65,71.65,Yes,Low Value,0.7817699,High Risk
Female,1,18,Month-to-month,73.55,1359.45,No,Medium Value,0.3919187,Medium Risk
Male,0,24,Month-to-month,104.65,2542.45,Yes,High Value,0.7596913,High Risk
Female,0,3,Month-to-month,19.3,54.7,No,Low Value,0.06291886,Low Risk
Male,0,50,One year,20.15,989.05,No,Low Value,0.012215035,Low Risk
Male,0,1,Month-to-month,44.55,44.55,No,Low Value,0.42584604,Medium Risk
Male,0,2,Month-to-month,54.45,87.3,No,Low Value,0.25900474,Low Risk
Male,0,17,One year,19.65,351.55,No,Low Value,0.01814227,Low Risk
Male,0,69,Two year,105.0,7297.75,No,High Value,0.25797954,Low Risk
Male,0,72,Two year,88.7,6301.7,No,High Value,0.0011130765,Low Risk
Female,0,3,Month-to-month,74.25,210.3,Yes,Low Value,0.83137864,High Risk
Male,1,50,Two year,75.15,3822.45,No,High Value,0.014049928,Low Risk
Female,0,53,Two year,20.25,1048.45,No,Low Value,0.023474235,Low Risk
Female,0,58,Two year,109.1,6393.65,No,High Value,0.3333381,Low Risk
Male,0,46,One year,30.75,1489.3,No,Medium Value,0.040044617,Low Risk
Male,1,72,Month-to-month,112.9,8061.5,No,High Value,0.06542999,Low Risk
Female,1,1,Month-to-month,74.2,74.2,Yes,Low Value,0.9086762,High Risk
Female,0,6,Month-to-month,94.05,518.75,No,Medium Value,0.9279338,High Risk
Male,0,72,Two year,78.85,5763.15,No,High Value,0.0017168409,Low Risk
Male,0,4,Month-to-month,55.3,238.5,No,Low Value,0.43271083,Medium Risk
